iataCode,cityName,airportName,countryCode
SXT,Sungai Tiang,Sungai Tiang Airport,MY
SXU,Soddu,Soddu Airport,ET
SXV,Salem,Salem Airport,IN
SXW,Sauren,Sauren Airport,PG
SXX,Sao Felix do Xingu,Sao Felix do Xingu Airport,BR
SXY,Sidney,Sidney Municipal Airport,US
SXZ,Siirt,Siirt Airport,TR
SYA,Eareckson,Eareckson Air Station,US
SYB,Seal Bay,Seal Bay Seaplane Base,US
SYC,Shiringayoc,Shiringayoc Airport,PE
SYD,Sydney,Sydney Kingsford Smith Airport,Australia
SYE,Saadah,Saadah Airport,YE
SYF,Silva Bay,Silva Bay Seaplane Base,CA
SYG,Syangboche,Syangboche Airport,NP
SYI,Shelbyville,Shelbyville Municipal Airport (Bomar Field),US
SYJ,Sirjan,Sirjan Airport,IR
SYK,Stykkisholmur,Stykkisholmur Airport,IS
SYM,Pu'er Simao,Pu'er Simao Airport,CN
SYN,Stanton,Stanton Airfield,US
SYO,Shonai,Shonai Airport,JP
SYP,Ruben Cantu,Ruben Cantu Airport,PA
SYQ,Tobias Bolanos,Tobias Bolanos International Airport,CR
SYR,Syracuse Hancock,Syracuse Hancock International Airport,US
SYS,Saskylakh,Saskylakh Airport,RU
SYT,Saint-Yan,Saint-Yan Airport (Charolais Bourgogne Sud Airport),FR
SYU,Warraber Island,Warraber Island Airport,AU
SYV,Sylvester,Sylvester Airport,US
SYW,Sehwan Sharif,Sehwan Sharif Airport,PK
SYX,Sanya Phoenix,Sanya Phoenix International Airport,CN
SYY,Stornoway,Stornoway Airport,GB
SYZ,Shiraz,Shiraz International Airport (Shahid Dastghaib Int'l),IR
SZA,Soyo,Soyo Airport,AO
SZB,Kuala Lumpur,Sultan Abdul Aziz Shah Airport,Malaysia
SZE,Semera,Semera Airport,ET
SZF,Samsun-Carsamba,Samsun-Carsamba Airport,TR
SZG,Salzburg,Salzburg Airport,AT
SZI,Zaysan,Zaysan Airport,KZ
SZJ,Siguanea,Siguanea Airport,CU
SZK,Skukuza,Skukuza Airport,ZA
SZL,Whiteman,Whiteman Air Force Base,US
SZM,Sesriem,Sesriem Airport,NA
SZN,Santa Cruz Island,Santa Cruz Island Airport,US
SZP,Santa Paula,Santa Paula Airport,US
SZR,Stara Zagora,Stara Zagora Airport,BG
SZS,Ryan's Creek,Ryan's Creek Aerodrome,NZ
SZU,Segou,Segou Airport,ML
SZV,Suzhou Guangfu,Suzhou Guangfu Airport,CN
SZW,Schwerin-Parchim,Schwerin-Parchim International Airport,DE
SZX,Shenzhen Bao'an,Shenzhen Bao'an International Airport,CN
SZY,Olsztyn-Mazury,Olsztyn-Mazury Regional Airport,PL
SZZ,Solidarity Szczecin-Goleniow,Solidarity Szczecin-Goleniow Airport,PL
TAA,Tarapaina,Tarapaina Airport,SB
TAB,Arthur Napoleon Raymond Robinson,Arthur Napoleon Raymond Robinson International Airport,TT
TAC,Daniel Z. Romualdez,Daniel Z. Romualdez Airport,PH
TAD,Perry Stokes,Perry Stokes Airport,US
TAE,Daegu,Daegu International Airport,KR
TAF,Oran Tafaraoui,Oran Tafaraoui Airport,DZ
TAG,Tagbilaran,Tagbilaran Airport,PH
TAH,Whitegrass,Whitegrass Airport,VU
TAI,Taiz,Taiz International Airport,YE
TAJ,Tadji,Tadji Airport,PG
TAK,Takamatsu,Takamatsu Airport,JP
TAL,Ralph M. Calhoun Memorial,Ralph M. Calhoun Memorial Airport,US
TAM,General Francisco Javier Mina,General Francisco Javier Mina International Airport,MX
TAN,Tangalooma,Tangalooma Airport,AU
TAO,Qingdao Liuting,Qingdao Liuting International Airport,CN
TAP,Tapachula,Tapachula International Airport,MX
TAQ,Tarcoola,Tarcoola Airport,AU
TAR,Taranto-Grottaglie,Taranto-Grottaglie Airport,IT
TAS,Tashkent,Tashkent International Airport,UZ
TAT,Poprad-Tatry,Poprad-Tatry Airport,SK
TAU,Tauramena,Tauramena Airport,CO
TAV,Tau,Tau Airport,AS
TAW,Tacuarembo,Tacuarembo Airport,UY
TAX,Taliabu,Taliabu Airport,ID
TAY,Tartu,Tartu Airport,EE
TAZ,Dasoguz,Dasoguz Airport,TM
TBA,Tabibuga,Tabibuga Airport,PG
TBB,Dong Tac,Dong Tac Airport,VN
TBC,Tuba City,Tuba City Airport,US
TBD,Timbiqui,Timbiqui Airport,CO
TBE,Timbunke,Timbunke Airport,PG
TBF,Tabiteuea North,Tabiteuea North Airport,KI
TBG,Tabubil,Tabubil Airport,PG
TBH,Tugdan,Tugdan Airport,PH
TBI,New Bight,New Bight Airport,BS
TBJ,Tabarka-Ain Draham Internation,Tabarka-Ain Draham Internation,TN
TBK,Timber Creek,Timber Creek Airport,AU
TBL,Tableland Homestead,Tableland Homestead Airport,AU
TBM,Tumbang Samba,Tumbang Samba Airport,ID
TBN,Waynesville-St. Robert,Waynesville-St. Robert Regional Airport (Forney Field),US
TBO,Tabora,Tabora Airport,TZ
TBP,Cap. FAP Pedro Canga Rodriguez,Cap. FAP Pedro Canga Rodriguez Airport,PE
TBQ,Tarabo,Tarabo Airport,PG
TBR,Statesboro-Bulloch,Statesboro-Bulloch County Airport,US
TBS,Tbilisi,Tbilisi International Airport,GE
TBT,Tabatinga,Tabatinga International Airport,BR
TBU,Fua'amotu,Fua'amotu International Airport,TO
TBV,Tabal,Tabal Airport,MH
TBW,Tambov Donskoye,Tambov Donskoye Airport,RU
TBY,Tshabong,Tshabong Airport,BW
TBZ,Tabriz,Tabriz International Airport,IR
TCA,Tennant Creek,Tennant Creek Airport,AU
TCB,Treasure Cay,Treasure Cay Airport,BS
TCC,Tucumcari,Tucumcari Municipal Airport,US
TCD,Tarapaca,Tarapaca Airport,CO
TCE,Tulcea Danube Delta,Tulcea Danube Delta Airport,RO
TCF,Tocoa,Tocoa Airport,HN
TCG,Tacheng,Tacheng Airport,CN
TCH,Tchibanga,Tchibanga Airport,GA
TCJ,Torembi,Torembi Airport,PG
TCK,Tinboli,Tinboli Airport,PG
TCL,Tuscaloosa,Tuscaloosa Regional Airport,US
TCM,McChord,McChord Field,US
TCN,Tehuacan,Tehuacan Airport,MX
TCO,La Florida,La Florida Airport,CO
TCP,Taba,Taba International Airport,EG
TCQ,Coronel FAP Carlos Ciriani Santa Rosa,Coronel FAP Carlos Ciriani Santa Rosa International Airport,PE
TCR,Tuticorin,Tuticorin Airport,IN
TCS,Truth or Consequences,Truth or Consequences Municipal Airport,US
TCT,Takotna,Takotna Airport,US
TCU,Thaba Nchu,Thaba Nchu Airport,ZA
TCW,Tocumwal,Tocumwal Airport,AU
TCX,Tabas,Tabas Airport,IR
TCY,Terrace Bay,Terrace Bay Airport,NA
TCZ,Tengchong Tuofeng,Tengchong Tuofeng Airport,CN
TDA,Trinidad,Trinidad Airport,CO
TDB,Tetebedi,Tetebedi Airport,PG
TDD,Teniente Jorge Henrich Arauz,Teniente Jorge Henrich Arauz Airport,BO
TDG,Tandag,Tandag Airport,PH
TDJ,Tadjoura,Tadjoura Airport,DJ
TDK,Taldykorgan,Taldykorgan Airport,KZ
TDL,Tandil,Tandil Airport,AR
TDN,Theda Station,Theda Station Airport,AU
TDO,South Lewis,South Lewis County Airport (Ed Carlson Memorial Field),US
TDP,Trompeteros,Trompeteros Airport,PE
TDR,Theodore,Theodore Airport,AU
TDS,Sasereme,Sasereme Airport,PG
TDT,Tanda Tula,Tanda Tula Airport,ZA
TDV,Samangoky,Samangoky Airport,MG
TDW,Tradewind,Tradewind Airport,US
TDX,Trat,Trat Airport,TH
TDZ,Toledo Executive,Toledo Executive Airport,US
TEA,Tela,Tela Airport,HN
TEB,Teterboro,Teterboro Airport,US
TEC,Telemaco Borba,Telemaco Borba Airport,BR
TED,Thisted,Thisted Airport,DK
TEE,Cheikh Larbi Tebessi,Cheikh Larbi Tebessi Airport,DZ
TEF,Telfer,Telfer Airport,AU
TEG,Tenkodogo,Tenkodogo Airport,BF
TEH,Tetlin,Tetlin Airport,US
TEI,Tezu,Tezu Airport,IN
TEK,Tatitlek,Tatitlek Airport,US
TEL,Telupid,Telupid Airport,MY
TEM,Temora,Temora Airport,AU
TEN,Tongren Fenghuang,Tongren Fenghuang Airport,CN
TEO,Terapo,Terapo Airport,PG
TEP,Teptep,Teptep Airport,PG
TEQ,Tekirdag Corlu,Tekirdag Corlu Airport,TR
TER,Lajes,Lajes Field,PT
TES,Teseney,Teseney Airport,ER
TET,Chingozi,Chingozi Airport,MZ
TEU,Te Anau,Te Anau Airport (Manapouri Airport),NZ
TEV,Teruel,Teruel Airport,ES
TEX,Telluride,Telluride Regional Airport,US
TEY,Thingeyri,Thingeyri Airport,IS
TEZ,Tezpur,Tezpur Airport,IN
TFB,Tifalmin,Tifalmin Airport,PG
TFF,Tefe,Tefe Airport,BR
TFI,Tufi,Tufi Airport,PG
TFL,Teofilo Otoni,Teofilo Otoni Airport (Juscelino Kubitscheck Airport),BR
TFM,Telefomin,Telefomin Airport,PG
TFN,Tenerife-North,Tenerife-North Airport (Los Rodeos Airport),ES
TFR,Wadi al Jandali,Wadi al Jandali Airport,EG
TFS,Tenerife-South,Tenerife-South Airport (Reina Sofia Airport),ES
TFT,Taftan,Taftan Airport,PK
TFU,Chengdu Tianfu,Chengdu Tianfu International Airport,CN
TGA,Tengah,Tengah Air Base,SG
TGB,Tagbita,Tagbita Airport,PH
TGC,Tanjung Manis,Tanjung Manis Airport,MY
TGD,Podgorica,Podgorica Airport,ME
TGE,Sharpe,Sharpe Field,US
TGG,Sultan Mahmud,Sultan Mahmud Airport,MY
TGH,Tongoa,Tongoa Airport,VU
TGI,Tingo Maria,Tingo Maria Airport,PE
TGJ,Tiga,Tiga Airport,NC
TGK,Taganrog,Taganrog Airport,RU
TGL,Tagula,Tagula Airport,PG
TGM,Targu Mures,Targu Mures International Airport,RO
TGN,Latrobe,Latrobe Regional Airport,AU
TGO,Tongliao,Tongliao Airport,CN
TGP,Podkamennaya Tunguska,Podkamennaya Tunguska Airport,RU
TGQ,Tangara da Serra,Tangara da Serra Airport,BR
TGR,Sidi Mahdi,Sidi Mahdi Airport,DZ
TGS,Chokwe,Chokwe Airport,MZ
TGT,Tanga,Tanga Airport,TZ
TGU,Toncontin,Toncontin International Airport,HN
TGV,Targovishte,Targovishte Airport (Buhovtsi Airfield),BG
TGZ,Angel Albino Corzo,Angel Albino Corzo International Airport,MX
THA,Tullahoma,Tullahoma Regional Airport (William Northern Field),US
THB,Thaba Tseka,Thaba Tseka Airport,LS
THC,Tchien,Tchien Airport,LR
THD,Tho Xuan,Tho Xuan Airport,VN
THE,Teresina-Senador Petronio Portel,Teresina-Senador Petronio Portel Airport,BR
THG,Thangool,Thangool Airport,AU
THH,Taharoa,Taharoa Aerodrome,NZ
THI,Tichitt,Tichitt Airport,MR
THK,Thakhek,Thakhek Airport,LA
THL,Tachilek,Tachilek Airport,MM
THM,Thompson Falls,Thompson Falls Airport,US
THN,Trollhattan-Vanersborg,Trollhattan-Vanersborg Airport,SE
THO,Thorshofn,Thorshofn Airport,IS
THP,Hot Springs County-Thermopolis,Hot Springs County-Thermopolis Municipal Airport,US
THQ,Tianshui Maijishan,Tianshui Maijishan Airport,CN
THR,Tehran,Mehrabad International Airport,Iran
THS,Sukhothai,Sukhothai Airport,TH
THT,Tamchakett,Tamchakett Airport,MR
THU,Thule,Thule Air Base,GL
THV,York,York Airport,US
THW,Trincomalee Harbour,Trincomalee Harbour Seaplane Base,LK
THX,Turukhansk,Turukhansk Airport,RU
THY,P.R. Mphephu,P.R. Mphephu Airport,ZA
THZ,Tahoua,Tahoua Airport,NE
TIA,Tirana,Tirana International Airport,IR
TIB,Tibu,Tibu Airport,CO
TIC,Tinak,Tinak Airport,MH
TID,Abdelhafid Boussouf Bou Chekif,Abdelhafid Boussouf Bou Chekif Airport,DZ
TIE,Tippi,Tippi Airport,ET
TIF,Ta'if,Ta'if Regional Airport,SA
TIG,Tingwon,Tingwon Airport,PG
TIH,Tikehau,Tikehau Airport,PF
TII,Tarinkot,Tarinkot Airport,AF
TIJ,Tijuana,Tijuana International Airport,MX
TIK,Tinker,Tinker Air Force Base,US
TIL,Cheadle,Cheadle Airport,CA
TIM,Mozes Kilangin,Mozes Kilangin Airport,ID
TIN,Tindouf,Tindouf Airport,DZ
TIO,Tilin,Tilin Airport,MM
TIP,Tripoli,Tripoli International Airport,LY
TIQ,Tinian,Tinian International Airport (West Tinian Airport),MP
TIR,Tirupati,Tirupati Airport,IN
TIU,Richard Pearse,Richard Pearse Airport,NZ
TIV,Tivat,Tivat Airport,ME
TIW,Tacoma Narrows,Tacoma Narrows Airport,US
TIX,Space Coast,Space Coast Regional Airport,US
TIY,Tidjikja,Tidjikja Airport,MR
TIZ,Tari,Tari Airport,PG
TJA,Capitan Oriel Lea Plaza,Capitan Oriel Lea Plaza Airport,BO
TJB,Sei Bati,Sei Bati Airport,ID
TJC,Ticantiqui,Ticantiqui Airport,PA
TJG,Warukin,Warukin Airport,ID
TJH,Tajima,Tajima Airport,JP
TJI,Trujillo,Trujillo Airport (Capiro Airport),HN
TJK,Tokat,Tokat Airport,TR
TJL,Plinio Alarcom,Plinio Alarcom Airport,BR
TJM,Roshchino,Roshchino International Airport,RU
TJN,Takume,Takume Airport,PF
TJQ,H.A.S. Hanandjoeddin,H.A.S. Hanandjoeddin Airport (Buluh Tumbang Airport),ID
TJS,Tanjung Harapan,Tanjung Harapan Airport,ID
TJU,Kulob,Kulob Airport,TJ
TJV,Thanjavur,Thanjavur Air Force Station,IN
TKA,Talkeetna,Talkeetna Airport,US
TKB,Tekadu,Tekadu Airport,PG
TKC,Tiko,Tiko Airport,CM
TKD,Takoradi,Takoradi Airport,GH
TKE,Tenakee,Tenakee Seaplane Base,US
TKF,Truckee Tahoe,Truckee Tahoe Airport,US
TKG,Radin Inten II,Radin Inten II Airport,ID
TKH,Takhli Royal Thai,Takhli Royal Thai Air Force Base,TH
TKI,Tokeen,Tokeen Seaplane Base,US
TKJ,Tok Junction,Tok Junction Airport,US
TKK,Chuuk,Chuuk International Airport,FM
TKL,Taku Lodge,Taku Lodge Seaplane Base,US
TKN,Tokunoshima,Tokunoshima Airport,JP
TKO,Tlokoeng,Tlokoeng Airport,LS
TKP,Takapoto,Takapoto Airport,PF
TKQ,Kigoma,Kigoma Airport,TZ
TKR,Thakurgaon,Thakurgaon Airport,BD
TKS,Tokushima,Tokushima Airport,JP
TKT,Tak,Tak Airport,TH
TKU,Turku,Turku Airport,FI
TKV,Tatakoto,Tatakoto Airport,PF
TKW,Tekin,Tekin Airport,PG
TKX,Takaroa,Takaroa Airport,PF
TKY,Turkey Creek,Turkey Creek Airport,AU
TKZ,Tokoroa,Tokoroa Aerodrome,NZ
TLA,Teller,Teller Airport,US
TLB,Tarbela Dam,Tarbela Dam Airport,PK
TLC,Licenciado Adolfo Lopez Mateos,Licenciado Adolfo Lopez Mateos International Airport,MX
TLD,Tuli Lodge,Tuli Lodge Airport,BW
TLE,Toliara,Toliara Airport,MG
TLF,Telida,Telida Airport,US
TLG,Tulaghi,Tulaghi Heliport,SB
TLH,Tallahassee,Tallahassee International Airport,US
TLI,Sultan Bantilan,Sultan Bantilan Airport (Lalos Airport),ID
TLJ,Tatalina LRRS,Tatalina LRRS Airport,US
TLK,Talakan,Talakan Airport,RU
TLL,Tallinn,Tallinn Airport (Lennart Meri Tallinn Airport),EE
TLM,Zenata,Zenata - Messali El Hadj Airport,DZ
TLN,Toulon-Hyeres,Toulon-Hyeres Airport (Hyeres Le Palyvestre Airport),FR
TLO,Tol,Tol Airport,PG
TLP,Tumolbil,Tumolbil Airport,PG
TLQ,Turpan Jiaohe,Turpan Jiaohe Airport,CN
TLR,Mefford,Mefford Field Airport,US
TLS,Toulouse-Blagnac,Toulouse-Blagnac Airport,FR
TLT,Tuluksak,Tuluksak Airport,US
TLU,Golfo de Morrosquillo,Golfo de Morrosquillo Airport,CO
TLV,Tel Aviv,Ben Gurion Airport,Israel
TLW,Talasea,Talasea Airport,PG
TLX,Panguilemo,Panguilemo Airport,CL
TLY,Plastun,Plastun Airport,RU
TLZ,Catalao,Catalao Airport,BR
TMA,Henry Tift Myers,Henry Tift Myers Airport,US
TMB,Miami Executive,Miami Executive Airport,US
TMC,Tambolaka,Tambolaka Airport (Waikabubak Airport),ID
TMD,Timbedra,Timbedra Airport,MR
TME,Gabriel Vargas Santos,Gabriel Vargas Santos Airport,CO
TMF,Thimarafushi,Thimarafushi Airport,MV
TMG,Tommanggong,Tommanggong Airport,MY
TMH,Tanah Merah,Tanah Merah Airport,ID
TMI,Tumlingtar,Tumlingtar Airport,NP
TMJ,Termez,Termez Airport,UZ
TMK,Tam Ky,Tam Ky Airport,VN
TML,Tamale,Tamale Airport,GH
TMM,Toamasina,Toamasina Airport,MG
TMN,Tamana,Tamana Airport,KI
TMO,Tumeremo,Tumeremo Airport,VE
TMP,Tampere-Pirkkala,Tampere-Pirkkala Airport,FI
TMQ,Tambao,Tambao Airport,BF
TMR,Aguenar -Hadj Bey Akhamok,Aguenar -Hadj Bey Akhamok Airport,DZ
TMS,Sao Tome,Sao Tome International Airport,ST
TMT,Porto Trombetas,Porto Trombetas Airport,BR
TMU,Tambor,Tambor Airport,CR
TMW,Tamworth,Tamworth Airport,AU
TMX,Timimoun,Timimoun Airport,DZ
TMY,Tiom,Tiom Airport,ID
TMZ,Thames,Thames Aerodrome,NZ
TNA,Jinan Yaoqiang,Jinan Yaoqiang International Airport,CN
TNB,Tanah Grogot,Tanah Grogot Airport,ID
TNC,Tin City LRRS,Tin City LRRS Airport,US
TND,Alberto Delgado,Alberto Delgado Airport,CU
TNE,New Tanegashima,New Tanegashima Airport,JP
TNF,Toussus-le-Noble,Toussus-le-Noble Airport,FR
TNG,Tangier Ibn Battouta,Tangier Ibn Battouta Airport,MA
TNH,Tonghua Sanyuanpu,Tonghua Sanyuanpu Airport,CN
TNI,Satna,Satna Airport,IN
TNJ,Raja Haji Fisabilillah,Raja Haji Fisabilillah Airport,ID
TNK,Tununak,Tununak Airport,US
TNL,Ternopil,Ternopil International Airport,UA
TNM,Teniente R. Marsh,Teniente R. Marsh Airport,AQ
TNN,Tainan,Tainan Airport,TW
TNO,Tamarindo,Tamarindo Airport,CR
TNP,Twentynine Palms,Twentynine Palms Airport,US
TNQ,Teraina,Teraina Airport,KI
TNR,Ivato,Ivato International Airport,MG
TNS,Tungsten,Tungsten (Cantung) Airport,CA
TNT,Dade-Collier Training and Transition,Dade-Collier Training and Transition Airport,US
TNU,Newton,Newton Municipal Airport,US
TNV,Tabuaeran Island,Tabuaeran Island Airport,KI
TNW,Jumandy,Jumandy Airport,EC
TNX,Steung Treng,Steung Treng Airport,KH
TNZ,Tosontsengel,Tosontsengel Airport,MN
TOA,Zamperini,Zamperini Field,US
TOB,Tobruk,Tobruk Airport,LY
TOC,Toccoa,Toccoa Airport (R.G. LeTourneau Field),US
TOD,Tioman,Tioman Airport,MY
TOE,Tozeur-Nefta,Tozeur-Nefta International Airport,TN
TOF,Bogashevo,Bogashevo Airport,RU
TOG,Togiak,Togiak Airport,US
TOH,Torres,Torres Airport,VU
TOI,Troy,Troy Municipal Airport,US
TOJ,Madrid-Torrejon,Madrid-Torrejon Airport,ES
TOK,Torokina,Torokina Airport,PG
TOL,Toledo Express,Toledo Express Airport,US
TOM,Timbuktu,Timbuktu Airport,ML
TON,Tonu,Tonu Airport,PG
TOO,San Vito de Java,San Vito de Java Airport,CR
TOP,Philip Billard,Philip Billard Municipal Airport,US
TOQ,Barriles,Barriles Airport,CL
TOR,Torrington,Torrington Municipal Airport,US
TOS,Tromse,Tromse Airport,NO
TOT,Totness,Totness Airstrip,SR
TOU,Touho,Touho Airport,NC
TOV,West End,West End Seaplane Base,VG
TOW,Luiz dal Canalle Filho,Luiz dal Canalle Filho Airport,BR
TOX,Tobolsk,Tobolsk Airport,RU
TOY,Toyama,Toyama Airport,JP
TOZ,Mahana,Mahana Airport,CI
TPA,Tampa,Tampa International Airport,US
TPC,Tarapoa,Tarapoa Airport,EC
TPE,Taipei,Taiwan Taoyuan International Airport,Taiwan
TPF,Peter O. Knight,Peter O. Knight Airport,US
TPG,Taiping,Taiping Airport,MY
TPH,Tonopah,Tonopah Airport,US
TPI,Tapini,Tapini Airport,PG
TPJ,Taplejung,Taplejung Airport,NP
TPK,Teuku Cut Ali,Teuku Cut Ali Airport,ID
TPL,Draughon-Miller Central Texas,Draughon-Miller Central Texas Regional Airport,US
TPN,Tiputini,Tiputini Airport,EC
TPP,Cad. FAP Guillermo del Castillo Paredes,Cad. FAP Guillermo del Castillo Paredes Airport,PE
TPQ,Amado Nervo,Amado Nervo International Airport,MX
TPR,Tom Price,Tom Price Airport,AU
TPS,Vincenzo Florio,Vincenzo Florio Airport,IT
TPT,Tapeta,Tapeta Airport,LR
TPU,Tikapur,Tikapur Airport,NP
TPX,Tupai,Tupai Airport,PF
TQD,Al-Taqaddum,Al-Taqaddum Air Base,IQ
TQL,Tarko-Sale,Tarko-Sale Airport,RU
TQN,Taloqan,Taloqan Airport,AF
TQP,Trepell,Trepell Airport,AU
TQQ,Maranggo,Maranggo Airport,ID
TQS,Captain Ernesto Esguerra Cubides,Captain Ernesto Esguerra Cubides Air Base,CO
TRA,Tarama,Tarama Airport,JP
TRB,Gonzalo Mejia,Gonzalo Mejia Airport,CO
TRC,Francisco Sarabia,Francisco Sarabia International Airport,MX
TRD,Trondheim,Trondheim Airport,NO
TRE,Tiree,Tiree Airport,GB
TRF,Oslo,Sandefjord Airport Torp,Norway
TRG,Tauranga,Tauranga Airport,NZ
TRH,Trona,Trona Airport,US
TRI,Tri-Cities,Tri-Cities Regional Airport,US
TRJ,Tarakbits,Tarakbits Airport,PG
TRK,Juwata,Juwata International Airport,ID
TRL,Terrell,Terrell Municipal Airport,US
TRM,Jacqueline Cochran,Jacqueline Cochran Regional Airport,US
TRN,Turin,Turin Airport (Caselle Airport),IT
TRO,Taree,Taree Airport,AU
TRQ,Jose Galera dos Santos,Jose Galera dos Santos Airport,BR
TRR,China Bay,China Bay Airport,LK
TRS,Trieste,Trieste - Friuli Venezia Giulia Airport,IT
TRU,FAP Captain Carlos Martinez de Pinillos,FAP Captain Carlos Martinez de Pinillos International Airport,PE
TRV,Trivandrum,Trivandrum International Airport,IN
TRW,Bonriki,Bonriki International Airport,KI
TRX,Trenton,Trenton Municipal Airport,US
TRY,Tororo,Tororo Airport,UG
TRZ,Tiruchirappalli,Tiruchirappalli International Airport,IN
TSA,Taipei,Taipei Songshan Airport,Taiwan
TSB,Tsumeb,Tsumeb Airport,NA
TSC,Taisha,Taisha Airport,EC
TSD,Tshipise,Tshipise Airport,ZA
TSE,Astana,Astana International Airport,KZ
TSF,Treviso-Sant'Angelo,Treviso-Sant'Angelo Airport,IT
TSG,Tanacross,Tanacross Airport,US
TSH,Tshikapa,Tshikapa Airport,CD
TSI,Tsile Tsile,Tsile Tsile Airport,PG
TSJ,Tsushima,Tsushima Airport,JP
TSK,Taskul,Taskul Airport,PG
TSL,Tamuin National,Tamuin National Airport,MX
TSM,Taos,Taos Regional Airport,US
TSN,Tianjin Binhai,Tianjin Binhai International Airport,CN
TSP,Tehachapi,Tehachapi Municipal Airport,US
TSQ,Torres,Torres Airport,BR
TSR,Timisoara Traian Vuia,Timisoara Traian Vuia International Airport,RO
TST,Trang,Trang Airport,TH
TSU,Tabiteuea South,Tabiteuea South Airport,KI
TSV,Townsville,Townsville Airport,AU
TSW,Tsewi,Tsewi Airport,PG
TSX,Tanjung Santan,Tanjung Santan Airport,ID
TSY,Tasikmalaya,Tasikmalaya Airport (Wiriadinata Airport),ID
TSZ,Tsetserleg,Tsetserleg Airport,MN
TTA,Tan Tan,Tan Tan Airport (Plage Blanche Airport),MA
TTB,Tortoli,Tortoli Airport (Arbatax Airport),IT
TTC,Las Breas,Las Breas Airport,CL
TTD,Portland-Troutdale,Portland-Troutdale Airport,US
TTE,Sultan Babullah,Sultan Babullah Airport,ID
TTG,Tartagal,Tartagal Airport,AR
TTH,RAFO Thumrait,RAFO Thumrait,OM
TTI,Tetiaroa,Tetiaroa Airport,PF
TTJ,Tottori,Tottori Airport,JP
TTL,Turtle Island,Turtle Island Seaplane Base,FJ
TTM,Tablon de Tamara,Tablon de Tamara Airport,CO
TTN,Trenton-Mercer,Trenton-Mercer Airport,US
TTO,Britton,Britton Municipal Airport,US
TTQ,Tortuguero,Tortuguero Airport (Barra de Tortuguero Airport),CR
TTR,Pongtiku,Pongtiku Airport,ID
TTS,Tsaratanana,Tsaratanana Airport,MG
TTT,Taitung,Taitung Airport (Taitung Fongnian Airport),TW
TTU,Sania Ramel,Sania Ramel Airport,MA
TTW,Tissa Tank Waterdrome,Tissa Tank Waterdrome,LK
TTX,Truscott-Mungalalu,Truscott-Mungalalu Airport,AU
TUA,Teniente Coronel Luis a Mantilla,Teniente Coronel Luis a Mantilla International Airport,EC
TUB,Tubuai,Tubuai - Mataura Airport,PF
TUC,Teniente General Benjamin Matienzo,Teniente General Benjamin Matienzo International Airport,AR
TUD,Tambacounda,Tambacounda Airport,SN
TUF,Tours Val de Loire,Tours Val de Loire Airport,FR
TUG,Tuguegarao,Tuguegarao Airport,PH
TUI,Turaif Domestic,Turaif Domestic Airport,SA
TUJ,Tum,Tum Airport,ET
TUK,Turbat,Turbat International Airport,PK
TUL,Tulsa,Tulsa International Airport,US
TUM,Tumut,Tumut Airport,AU
TUN,Tunis-Carthage,Tunis-Carthage International Airport,TN
TUO,Taupo,Taupo Airport,NZ
TUP,Tupelo,Tupelo Regional Airport,US
TUQ,Tougan,Tougan Airport,BF
TUR,Tucurui,Tucurui Airport,BR
TUS,Tucson,Tucson International Airport,US
TUT,Tauta,Tauta Airport,PG
TUU,Tabuk,Tabuk Regional Airport,SA
TUV,San Rafael,San Rafael Airport,VE
TUW,Tubala,Tubala Airport,PA
TUX,Tumbler Ridge,Tumbler Ridge Airport,CA
TUY,Tulum,Tulum Airport,MX
TUZ,Tucuma,Tucuma Airport,BR
TVA,Morafenobe,Morafenobe Airport,MG
TVC,Cherry Capital,Cherry Capital Airport,US
TVF,Thief River Falls,Thief River Falls Regional Airport,US
TVI,Thomasville,Thomasville Regional Airport,US
TVL,Lake Tahoe,Lake Tahoe Airport,US
TVS,Tangshan Sannuhe,Tangshan Sannuhe Airport,CN
TVU,Matei,Matei Airport,FJ
TVY,Dawei,Dawei Airport,MM
TWA,Twin Hills,Twin Hills Airport,US
TWB,Toowoomba City,Toowoomba City Aerodrome,AU
TWD,Jefferson County,Jefferson County International Airport,US
TWE,Taylor,Taylor Airport,US
TWF,Magic Valley,Magic Valley Regional Airport (Joslin Field),US
TWN,Tewantin,Tewantin Airport,AU
TWP,Torwood,Torwood Airport,AU
TWT,Sanga-Sanga,Sanga-Sanga Airport,PH
TWU,Tawau,Tawau Airport,MY
TWY,Tawa,Tawa Airport,PG
TWZ,Pukaki,Pukaki Airport,NZ
TXF,Teixeira de Freitas,Teixeira de Freitas Airport (9 de maio Airport),BR
TXK,Texarkana,Texarkana Regional Airport (Webb Field),US
TXL,Berlin Tegel,Berlin Tegel Airport,DE
TXM,Teminabuan,Teminabuan Airport,ID
TXN,Huangshan Tunxi,Huangshan Tunxi International Airport,CN
TXR,Tanbar,Tanbar Airport,AU
TXU,Tabou,Tabou Airport,CI
TYA,Klokovo,Klokovo Airport,RU
TYB,Tibooburra,Tibooburra Airport,AU
TYD,Tynda,Tynda Airport,RU
TYE,Tyonek,Tyonek Airport,US
TYF,Torsby,Torsby Airport,SE
TYG,Thylungra,Thylungra Airport,AU
TYL,Capitan FAP VIctor Montes Arias,Capitan FAP VIctor Montes Arias International Airport,PE
TYM,Staniel Cay,Staniel Cay Airport,BS
